,SCHOOL NAME,CITY,COUNTY,ZIP,SCHOOL TYPE,ENROLLED,% IMMUNE MMR
254,ACCLAIM ACADEMY,PHOENIX,MARICOPA,85033.0,CHARTER,48,0.98
255,ARROYO SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,48,0.92
256,BELLAIR ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85308.0,PUBLIC,48,0.94
257,CARMICHAEL ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85635.0,PUBLIC,48,0.96
258,COPPER CREEK ELEMENTARY SCHOOL,TUCSON,PIMA,85737.0,PUBLIC,48,1.0
259,CORONADO K-8 SCHOOL,TUCSON,PIMA,85739.0,PUBLIC,48,0.92
260,LAGUNA ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,48,1.0
261,MESA VIEW ELEMENTARY,CHINLE,APACHE,86503.0,PUBLIC,48,1.0
262,MOUNTAIN VIEW PREPARATORY,COTTONWOOD,YAVAPAI,86326.0,PUBLIC,48,0.88
263,MOUNTAIN VISTA SCHOOL,ORACLE,PINAL,85623.0,PRIVATE,48,1.0
264,PERALTA TRAIL ELEMENTARY SCHOOL,GOLD CANYON,PINAL,85118.0,PUBLIC,48,0.94
265,SAINT THOMAS AQUINAS GRADE SCHOOL,AVONDALE,MARICOPA,85392.0,PRIVATE,48,0.9
266,SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,MESA,MARICOPA,85203.0,CHARTER,48,0.5
267,SOLENG TOM ELEMENTARY SCHOOL,TUCSON,PIMA,85748.0,PUBLIC,48,0.98
268,SWEETWATER SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,48,0.98
269,VILLAGE MEADOWS ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85635.0,PUBLIC,48,1.0
270,YUMA LUTHERAN SCHOOL,YUMA,YUMA,85365.0,PRIVATE,48,0.94
271,YOUNG SCHOLARS ACADEMY,BULLHEAD CITY,MOHAVE,86426.0,CHARTER,48,0.96
272,A J MITCHELL ELEMENTARY SCHOOL,NOGALES,SANTA CRUZ,85621.0,PUBLIC,49,0.98
273,ABRAHAM LINCOLN TRADITIONAL SCHOOL,PHOENIX,MARICOPA,85051.0,PUBLIC,49,0.92
274,ACADEMY OF MATH AND SCIENCE,TUCSON,PIMA,85705.0,CHARTER,49,1.0
275,BRIGHT BEGINNINGS SCHOOL #1,CHANDLER,MARICOPA,85224.0,CHARTER,49,0.94
276,BURK ELEMENTARY SCHOOL,GILBERT,MARICOPA,85234.0,PUBLIC,49,1.0
277,DESERT PALMS ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,49,0.9
278,DISCOVERY SCHOOL,GLENDALE,MARICOPA,85303.0,PUBLIC,49,0.98
279,ED & VERMA PASTOR ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,49,0.96
280,HASSAYAMPA ELEMENTARY SCHOOL,WICKENBURG,MARICOPA,85390.0,PUBLIC,49,0.82
281,ISAAC E IMES SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,49,1.0
282,JACK L KUBAN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85009.0,PUBLIC,49,1.0
283,LARKSPUR ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85032.0,PUBLIC,49,0.86
284,LAURA N. BANKS ELEMENTARY,TUCSON,PIMA,85735.0,PUBLIC,49,0.96
285,LOWELL SCHOOL,PHOENIX,MARICOPA,85003.0,PUBLIC,49,0.94
286,MARY MCLEOD BETHUNE SCHOOL,PHOENIX,MARICOPA,85007.0,PUBLIC,49,0.98
287,NADABURG ELEMENTARY SCHOOL,WITTMANN,MARICOPA,85361.0,PUBLIC,49,1.0
288,NAVAJO ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PUBLIC,49,0.92
289,PARAGON SCIENCE ACADEMY,CHANDLER,MARICOPA,85224.0,CHARTER,49,0.9
290,PINON ELEMENTARY SCHOOL,PINON,NAVAJO,86510.0,PUBLIC,49,1.0
291,SELF DEVELOPMENT ACADEMY PHOENIX,PHOENIX,MARICOPA,,CHARTER,49,0.94
292,SKYLINE RANCH ELEMENTARY,QUEEN CREEK,PINAL,,PUBLIC,49,0.88
293,VALLEY HORIZON ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PUBLIC,49,1.0
294,ASANTE PREPARATORY ACADEMY,SURPRISE,MARICOPA,85387.0,PUBLIC,50,0.92
295,C J JORGENSEN SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,50,0.92
296,COMBS TRADITIONAL SCHOOL,SAN TAN VALLEY,PINAL,85240.0,PUBLIC,50,0.98
297,E C NASH SCHOOL,TUCSON,PIMA,,PUBLIC,50,0.94
298,EVERGREEN ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85222.0,PUBLIC,50,1.0
299,GRAYHAWK ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85255.0,PUBLIC,50,0.9
300,INDIAN WELLS ELEMENTARY,INDIAN WELLS,NAVAJO,86031.0,PUBLIC,50,0.98
301,JAMAICA ELEMENTARY SCHOOL,LAKE HAVASU CITY,MOHAVE,86406.0,PUBLIC,50,0.96
302,MATH AND SCIENCE SUCCESS ACADEMY,TUCSON,PIMA,85756.0,CHARTER,50,0.98
303,MOUNTAIN VIEW ELEMENTARY SCHOOL,PRESCOTT VALLEY,YAVAPAI,86314.0,PUBLIC,50,0.98
304,PAINTED SKY ELEMENTARY SCHOOL,TUCSON,PIMA,85755.0,PUBLIC,50,0.98
305,PIONEER ELEMENTARY SCHOOL-85306,GLENDALE,MARICOPA,85306.0,PUBLIC,50,0.86
306,PUEBLO DEL SOL MIDDLE SCHOOL,PHOENIX,MARICOPA,85019.0,PUBLIC,50,1.0
307,SCOTTSDALE CHRISTIAN ACADEMY,,MARICOPA,,PRIVATE,50,0.84
308,SKY VIEW ELEMENTARY SCHOOL,PEORIA,MARICOPA,85381.0,PUBLIC,50,0.9
309,WARD TRADITIONAL ACADEMY,TEMPE,MARICOPA,85282.0,PUBLIC,50,0.92
310,YOUNG SCHOLARS ACADEMY,BULLHEAD CITY,MOHAVE,86426.0,CHARTER,50,0.96
311,SWEETWATER SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,50,0.94
312,THE BEREAN ACADEMY,SIERRA VISTA,COCHISE,85635.0,CHARTER,50,0.84
313,TOWN & COUNTRY ELEMENTARY SCHOOL,SIERRA VISTA,COCHISE,85635.0,PUBLIC,50,1.0
314,W V WHITMORE ELEMENTARY SCHOOL,TUCSON,PIMA,85712.0,PUBLIC,50,0.98
315,FRANKLIN PHONETIC PRIMARY SCHOOL,PRESCOTT VALLEY,YAVAPAI,86314.0,CHARTER,51,0.63
316,GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,GILBERT,MARICOPA,85296.0,PRIVATE,51,0.75
317,HOHOKAM ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PUBLIC,51,1.0
318,IRENE LOPEZ SCHOOL,PHOENIX,MARICOPA,85040.0,PUBLIC,51,0.94
319,KATHRYN SUE SIMONTON ELEMENTARY,QUEEN CREEK,PINAL,85140.0,PUBLIC,51,0.86
320,MARION DONALDSON ELEMENTARY SCHOOL,TUCSON,PIMA,85704.0,PUBLIC,51,0.98
321,RICHARD B WILSON JR SCHOOL,TUCSON,PIMA,85742.0,PUBLIC,51,0.98
322,SONORAN SCIENCE ACADEMY - TUCSON,TUCSON,PIMA,85741.0,CHARTER,51,0.92
323,VILLA DE PAZ ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85037.0,PUBLIC,51,0.98
324,AMERICAN LEADERSHIP ACADEMY - MESA,MESA,MARICOPA,85212.0,CHARTER,52,0.87
325,BALES ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,52,0.92
326,CLARKDALE-JEROME ELEMENTARY SCHOOL,CLARKDALE,YAVAPAI,86324.0,PUBLIC,52,0.87
327,DAVIS BILINGUAL MAGNET SCHOOL,TUCSON,PIMA,85701.0,PUBLIC,52,0.96
328,FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,TUCSON,PIMA,85719.0,PUBLIC,52,1.0
329,JOHN Q THOMAS ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,52,0.94
330,LAGUNA ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85258.0,PUBLIC,52,0.92
331,LONGFELLOW ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,52,1.0
332,ROBLES ELEMENTARY SCHOOL,TUCSON,PIMA,85736.0,PUBLIC,52,0.94
333,ROSKRUGE BILINGUAL K-8 SCHOOL,TUCSON,PIMA,,PUBLIC,52,0.98
334,SAN MARCOS ELEMENTARY SCHOOL,CHANDLER,MARICOPA,85225.0,PUBLIC,52,1.0
335,T G BARR SCHOOL,PHOENIX,MARICOPA,85042.0,PUBLIC,52,1.0
336,VILLA DE PAZ ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85037.0,PUBLIC,52,0.98
337,TONALEA ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PRIVATE,52,0.94
338,AMERICAN LEADERSHIP ACADEMY- GILBERT SOUTH K-6 CAMPUS,GILBERT,MARICOPA,85298.0,CHARTER,53,0.87
339,BEAVER CREEK SCHOOL,RIMROCK,YAVAPAI,86335.0,PUBLIC,53,0.89
340,CHALLENGER ELEMENTARY SCHOOL,NOGALES,SANTA CRUZ,85621.0,PUBLIC,53,1.0
341,CRADLEBOARD SCHOOL,WHITERIVER,NAVAJO,85941.0,PUBLIC,53,1.0
342,DEGRAZIA ELEMENTARY SCHOOL,TUCSON,PIMA,85742.0,PUBLIC,53,0.96
343,KENILWORTH ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85003.0,PUBLIC,53,1.0
344,MARY L WELTY ELEMENTARY SCHOOL,NOGALES,SANTA CRUZ,85621.0,PUBLIC,53,0.98
345,SAINT JOHN XXIII CATHOLIC SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PRIVATE,53,0.93
346,SAINT THOMAS THE APOSTLE CATHOLIC SCHOOL,PHOENIX,MARICOPA,85016.0,PRIVATE,53,0.94
347,SANDRA DAY O'CONNOR ELEMENTARY SCHOOL,MESA,MARICOPA,85205.0,PUBLIC,53,0.94
348,BORTON PRIMARY MAGNET SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,54,0.93
349,BRUNSON-LEE ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85008.0,PUBLIC,54,0.96
350,KINSEY INQUIRY AND DISCOVERY SCHOOL,FLAGSTAFF,COCONINO,86001.0,PUBLIC,54,0.91
351,NAYLOR MIDDLE SCHOOL,TUCSON,PIMA,85711.0,PUBLIC,54,0.94
352,NEW VISTAS ACADEMY,CHANDLER,MARICOPA,85225.0,PRIVATE,54,0.94
353,PIMA BUTTE ELEMENTARY SCHOOL,MARICOPA,PINAL,85239.0,PUBLIC,54,1.0
354,RED MOUNTAIN RANCH ELEMENTARY,MESA,MARICOPA,85215.0,PUBLIC,54,0.96
355,WASHINGTON ELEMENTARY SCHOOL-85202,MESA,MARICOPA,85202.0,PUBLIC,54,0.96
356,WILLIAM R SULLIVAN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85009.0,PUBLIC,54,0.98
357,BERNARD BLACK ELEMENTARY,PHOENIX,MARICOPA,85041.0,PUBLIC,55,1.0
358,CAMELBACK ACADEMY,GLENDALE,MARICOPA,85303.0,CHARTER,55,0.98
359,CARRILLO INTERMEDIATE MAGNET SCHOOL,TUCSON,PIMA,85701.0,PUBLIC,55,0.98
360,CHAMPION SCHOOLS SAN TAN VALLEY,SAN TAN VALLEY,PINAL,85143.0,CHARTER,55,0.64
361,CLOVES C CAMPBELL SR ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85042.0,PUBLIC,55,0.93
362,MILESTONES CHARTER SCHOOL,PHOENIX,MARICOPA,85032.0,CHARTER,55,0.98
363,PEDRO GUERRERO ELEMENTARY,MESA,MARICOPA,85210.0,PUBLIC,55,0.98
364,PIONEER PREPARATORY - A CHALLENGE FOUNDATION,PHOENIX,MARICOPA,85033.0,CHARTER,55,1.0
365,ROBERT RICHARDSON ELEMENTARY SCHOOL,TUCSON,PIMA,85741.0,PUBLIC,55,0.96
366,SONORAN SCIENCE ACADEMY EAST,TUCSON,PIMA,85730.0,CHARTER,55,1.0
367,SUMMIT VIEW ELEMENTARY,TUCSON,PIMA,85756.0,PUBLIC,55,1.0
368,WHITTIER ELEMENTARY SCHOOL-85006,PHOENIX,MARICOPA,85006.0,PUBLIC,55,1.0
369,SUNSET RIDGE ELEMENTARY-85086,PHOENIX,MARICOPA,85086.0,PUBLIC,55,0.98
370,TOLSON ELEMENTARY SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,55,1.0
371,WEST POINT ELEMENTARY,SURPRISE,MARICOPA,85374.0,PUBLIC,55,0.95
372,WINIFRED HARELSON ELEMENTARY SCHOOL,TUCSON,PIMA,85704.0,PUBLIC,55,0.96
373,ACADEMY OF MATHEMATICS AND SCIENCE SOUTH,PHOENIX,MARICOPA,85017.0,CHARTER,56,0.82
374,AUGUSTUS H SHAW JR SCHOOL,PHOENIX,MARICOPA,85034.0,PUBLIC,56,0.96
375,BLACK MOUNTAIN ELEMENTARY SCHOOL,CAVE CREEK,MARICOPA,85327.0,PUBLIC,56,0.84
376,CHALLENGER BASIC SCHOOL,GILBERT,MARICOPA,85234.0,CHARTER,56,0.77
377,COTTONWOOD ELEMENTARY SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,56,0.95
378,IMAGINE CHARTER SCHOOL AT BELL CANYON,PHOENIX,MARICOPA,85053.0,CHARTER,56,0.91
379,TRES RIOS ELEMENTARY SCHOOL,TOLLESON,MARICOPA,85353.0,PUBLIC,56,0.98
380,WILLIAM T MACHAN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,56,0.95
381,BLACK MOUNTAIN ELEMENTARY SCHOOL,GOLDEN VALLEY,MOHAVE,86413.0,PUBLIC,57,0.98
382,CENTERRA MIRAGE ELEMENTARY,GOODYEAR,MARICOPA,85338.0,PUBLIC,57,0.93
383,CHEYENNE ELEMENTARY SCHOOL,PEORIA,MARICOPA,85345.0,PUBLIC,57,0.88
384,CLAWSON SCHOOL,DOUGLAS,COCHISE,85607.0,PUBLIC,57,0.98
385,CRAGIN ELEMENTARY SCHOOL,TUCSON,PIMA,85716.0,PUBLIC,57,0.97
386,MOUNTAIN SHADOWS ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85308.0,PUBLIC,57,0.9
387,MOUNTAIN VIEW ELEMENTARY,RIO RICO,SANTA CRUZ,85648.0,PUBLIC,57,1.0
388,SAM HUGHES ELEMENTARY SCHOOL,TUCSON,PIMA,85719.0,PUBLIC,57,1.0
389,SAN CAYETANO ELEMENTARY SCHOOL,RIO RICO,SANTA CRUZ,85648.0,PUBLIC,57,1.0
390,SILVESTRE S HERRERA SCHOOL,PHOENIX,MARICOPA,85034.0,PUBLIC,57,0.97
391,SIRRINE ELEMENTARY SCHOOL,CHANDLER,MARICOPA,85225.0,PUBLIC,57,0.97
392,STANFIELD ELEMENTARY SCHOOL,STANFIELD,PINAL,85172.0,PUBLIC,57,0.98
393,TSAILE ELEMENTARY SCHOOL,TSAILE,APACHE,86556.0,PUBLIC,57,1.0
394,WESTAR ELEMENTARY SCHOOL,GOODYEAR,MARICOPA,85338.0,PUBLIC,57,0.95
395,TAFT ELEMENTARY SCHOOL,MESA,MARICOPA,85207.0,PUBLIC,57,0.98
396,VALLEY VIEW SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,57,1.0
397,W F KILLIP ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,57,1.0
398,WHITERIVER ELEMENTARY,WHITERIVER,NAVAJO,85941.0,PUBLIC,57,0.98
399,ASHTON RANCH ELEMENTARY SCHOOL,SURPRISE,MARICOPA,85379.0,PUBLIC,58,0.98
400,BASIS - FLAGSTAFF,FLAGSTAFF,COCONINO,86001.0,CHARTER,58,0.86
401,HELEN KEELING ELEMENTARY SCHOOL,TUCSON,PIMA,85705.0,PUBLIC,58,0.98
402,HOLLINGER ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,58,1.0
403,HOUSTON ELEMENTARY SCHOOL,GILBERT,MARICOPA,85234.0,PUBLIC,58,0.93
404,LAKEVIEW ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85029.0,PUBLIC,58,0.95
405,RAINBOW VALLEY ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,58,0.93
406,RIVERA ELEMENTARY,TUCSON,PIMA,85706.0,PUBLIC,58,0.98
407,TUBA CITY ELEMENTARY SCHOOL,TUBA CITY,COCONINO,86045.0,PUBLIC,58,0.95
408,VAN BUSKIRK ELEMENTARY SCHOOL,TUCSON,PIMA,85714.0,PUBLIC,58,0.95
409,W V WHITMORE ELEMENTARY SCHOOL,TUCSON,PIMA,85712.0,PUBLIC,58,0.98
410,WHEELER ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,58,1.0
411,CAPITOL ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85007.0,PUBLIC,59,1.0
412,CORONADO ELEMENTARY SCHOOL,SAINT JOHNS,APACHE,85936.0,PUBLIC,59,0.88
413,DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,59,0.97
414,GLENN F BURTON SCHOOL,GLENDALE,MARICOPA,85301.0,PUBLIC,59,0.98
415,JEFFERSON ELEMENTARY SCHOOL,MESA,MARICOPA,85208.0,PUBLIC,59,0.97
416,KYRENE DE LOS NINOS SCHOOL,TEMPE,MARICOPA,85283.0,PUBLIC,59,0.81
417,LEHI ELEMENTARY SCHOOL,MESA,MARICOPA,85203.0,PUBLIC,59,0.95
418,LYNN URQUIDES ELEMENTARY SCHOOL,TUCSON,PIMA,85713.0,PUBLIC,59,0.98
419,ORANGE GROVE ELEMENTARY SCHOOL,SOMERTON,YUMA,85350.0,PUBLIC,59,1.0
420,RIO VISTA ELEMENTARY SCHOOL,TUCSON,PIMA,85719.0,PUBLIC,59,0.95
421,STEVENSON ELEMENTARY SCHOOL,DOUGLAS,COCHISE,85607.0,PUBLIC,59,0.98
422,TONALEA ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85257.0,PRIVATE,59,0.85
423,WILLCOX ELEMENTARY SCHOOL,WILLCOX,COCHISE,85643.0,PUBLIC,59,0.95
424,DRACHMAN PRIMARY MAGNET SCHOOL,TUCSON,PIMA,85701.0,PUBLIC,60,0.98
425,FLORENCE K-8,FLORENCE,PINAL,85232.0,PUBLIC,60,0.9
426,HIDDEN HILLS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85022.0,PUBLIC,60,0.98
427,LAS BRISAS ACADEMY,GOODYEAR,MARICOPA,85338.0,PUBLIC,60,0.97
428,MAIE BARTLETT HEARD SCHOOL,PHOENIX,MARICOPA,85015.0,PUBLIC,60,0.95
429,MESA VERDE ELEMENTARY SCHOOL,TUCSON,PIMA,85704.0,PUBLIC,60,1.0
430,NAVARRETE ELEMENTARY,CHANDLER,MARICOPA,85249.0,PUBLIC,60,0.95
431,PINNACLE PEAK ELEMENTARY,SCOTTSDALE,MARICOPA,85255.0,PUBLIC,60,0.95
432,PORTER ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,60,0.93
433,VILLA MONTESSORI SCHOOL - MEADOWBROOK,PHOENIX,MARICOPA,85016.0,PRIVATE,60,0.78
434,CALIBRE ACADEMY SURPRISE,SURPRISE,MARICOPA,85379.0,CHARTER,61,0.93
435,CANYON BREEZE ELEMENTARY,AVONDALE,MARICOPA,85392.0,PUBLIC,61,0.97
436,CHAMPION CHANDLER,CHANDLER,MARICOPA,85225.0,CHARTER,61,0.84
437,DESERT SUN ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85266.0,PUBLIC,61,0.85
438,DESERT VALLEY ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,61,0.97
439,GILBERT CHRISTIAN SCHOOLS - GREENFIELD,GILBERT,MARICOPA,85297.0,PRIVATE,61,0.84
440,KYRENE DE LA SIERRA SCHOOL,PHOENIX,MARICOPA,85048.0,PUBLIC,61,0.98
441,VILLA MONTESSORI - MAIN CAMPUS WA,PHOENIX,MARICOPA,,CHARTER,61,0.82
442,VALLEY HORIZON ELEMENTARY SCHOOL,YUMA,YUMA,85364.0,PUBLIC,61,1.0
443,ANTHEM PREPARATORY ACADEMY,ANTHEM,MARICOPA,85086.0,CHARTER,62,0.89
444,CANYON VIEW ELEMENTARY SCHOOL,TUCSON,PIMA,85750.0,PUBLIC,62,0.98
445,COPPER RIDGE ELEMENTARY SCHOOL,CORONA DE TUCSON,PIMA,85641.0,PUBLIC,62,0.97
446,DR DANIEL BRIGHT ELEMENTARY SCHOOL,COTTONWOOD,YAVAPAI,86326.0,PUBLIC,62,0.84
447,HEARN ACADEMY,PHOENIX,MARICOPA,85023.0,CHARTER,62,0.9
448,IRONWOOD ELEMENTARY SCHOOL,TUCSON,PIMA,85742.0,PUBLIC,62,0.92
449,KYRENE DE LA ESTRELLA ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85048.0,PUBLIC,62,0.89
450,MANZO ELEMENTARY SCHOOL,TUCSON,PIMA,85745.0,PUBLIC,62,0.98
451,RONALD REAGAN FUNDAMENTAL SCHOOL,YUMA,YUMA,85364.0,PUBLIC,62,1.0
452,SANTA ROSA ELEMENTARY SCHOOL,MARICOPA,PINAL,85239.0,PUBLIC,62,0.97
453,SOUTHWEST ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85041.0,PUBLIC,62,0.97
454,SUNSET CANYON SCHOOL,PHOENIX,MARICOPA,85050.0,PUBLIC,62,0.87
455,SUNSET RIDGE ELEMENTARY-85305,GLENDALE,MARICOPA,85305.0,PUBLIC,62,0.98
456,TSAILE ELEMENTARY SCHOOL,TSAILE,APACHE,86556.0,PUBLIC,62,1.0
457,ANASAZI ELEMENTARY,SCOTTSDALE,MARICOPA,85259.0,PUBLIC,63,0.86
458,DESERT MOUNTAIN SCHOOL,PHOENIX,MARICOPA,85086.0,PUBLIC,63,0.89
459,FOOTHILLS ELEMENTARY SCHOOL-85306,GLENDALE,MARICOPA,85306.0,PUBLIC,63,0.91
460,HAROLD STEELE ELEMENTARY SCHOOL,TUCSON,PIMA,85710.0,PUBLIC,63,0.97
461,LUKE ELEMENTARY SCHOOL,GLENDALE,MARICOPA,85307.0,PUBLIC,63,1.0
462,PEORIA ELEMENTARY SCHOOL,PEORIA,MARICOPA,85345.0,PUBLIC,63,0.68
463,RANCH ELEMENTARY SCHOOL,QUEEN CREEK,PINAL,85140.0,PUBLIC,63,0.97
464,SELF DEVELOPMENT CHARTER SCHOOL,MESA,MARICOPA,85205.0,CHARTER,63,0.87
465,SONOMA RANCH ELEMENTARY SCHOOL,GILBERT,MARICOPA,85233.0,PUBLIC,63,0.95
466,VALLE DEL ENCANTO LEARNING CENTER,SOMERTON,YUMA,85350.0,PUBLIC,63,0.98
467,WESTPARK ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,63,0.98
468,WILLIAM R SULLIVAN ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85009.0,PUBLIC,63,0.98
469,WHISPERING WIND ACADEMY,PHOENIX,MARICOPA,85032.0,PUBLIC,63,0.97
470,CHAMPION SCHOOLS,PHOENIX,MARICOPA,85042.0,CHARTER,64,0.94
471,COYOTE RIDGE,GLENDALE,MARICOPA,85303.0,PUBLIC,64,0.95
472,DIAMOND CANYON ELEMENTARY,PHOENIX,MARICOPA,85086.0,PUBLIC,64,0.92
473,IRVING ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,64,0.89
474,JOE CARLSON ELEMENTARY SCHOOL,DOUGLAS,COCHISE,85607.0,PUBLIC,64,0.98
475,LAIRD ELEMENTARY SCHOOL,TEMPE,MARICOPA,85281.0,PUBLIC,64,0.97
476,SUNDANCE ELEMENTARY SCHOOL-85345,PEORIA,MARICOPA,85345.0,PUBLIC,64,0.88
477,VISTA COLLEGE PREPARATORY,PHOENIX,MARICOPA,85003.0,CHARTER,64,0.97
478,W F KILLIP ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,64,0.98
479,WINTERS WELL ELEMENTARY SCHOOL,TONOPAH,MARICOPA,,PUBLIC,64,0.94
480,ARIZONA DESERT ELEMENTARY SCHOOL,TOLLESON,MARICOPA,85353.0,PUBLIC,65,0.99
481,BASIS PRESCOTT,PRESCOTT,YAVAPAI,86301.0,PUBLIC,65,0.75
482,BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,GILBERT,MARICOPA,85298.0,CHARTER,65,0.83
483,BONILLAS ELEMENTARY BASIC CURRICULUM MAGN,TUCSON,PIMA,85711.0,PUBLIC,65,0.99
484,COPPERWOOD SCHOOL,GLENDALE,MARICOPA,85304.0,PUBLIC,65,0.91
485,DESERT STAR SCHOOL,GOODYEAR,MARICOPA,85338.0,PUBLIC,65,0.99
486,FRANKLIN AT ALMA ELEMENTARY,MESA,MARICOPA,85202.0,PUBLIC,65,0.95
487,FREEDOM ELEMENTARY SCHOOL,BUCKEYE,MARICOPA,85326.0,PUBLIC,65,0.99
488,GARFIELD SCHOOL,PHOENIX,MARICOPA,85006.0,PUBLIC,65,0.97
489,HARRIS ELEMENTARY SCHOOL,MESA,MARICOPA,85204.0,PUBLIC,65,0.91
490,IRONWOOD SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,65,1.0
491,JOHN JACOBS ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85023.0,PUBLIC,65,1.0
492,MADISON ELEMENTARY SCHOOL,MESA,MARICOPA,85206.0,PUBLIC,65,0.91
493,PALO VERDE SCHOOL,CASA GRANDE,PINAL,85122.0,PUBLIC,65,1.0
494,SAHUARO SCHOOL,PHOENIX,MARICOPA,85029.0,PUBLIC,65,0.99
495,SEQUOYA ELEMENTARY SCHOOL,SCOTTSDALE,MARICOPA,85254.0,PUBLIC,65,0.85
496,STURGEON CROMER ELEMENTARY SCHOOL,FLAGSTAFF,COCONINO,86004.0,PUBLIC,65,0.97
497,WHITTIER ELEMENTARY SCHOOL-85201,MESA,MARICOPA,85201.0,PUBLIC,65,0.99
498,WILDFIRE ELEMENTARY,PHOENIX,MARICOPA,85050.0,PUBLIC,65,0.91
499,BASIS - MESA,MESA,MARICOPA,85212.0,CHARTER,66,0.89
500,BENCHMARK SCHOOL,PHOENIX,MARICOPA,85032.0,CHARTER,66,0.55
501,CASA BLANCA COMMUNITY SCHOOL,BAPCHULE,PINAL,85121.0,PUBLIC,66,1.0
502,DESERT VIEW ELEMENTARY SCHOOL,PHOENIX,MARICOPA,85020.0,PUBLIC,66,0.92
503,DOBSON ACADEMY A-BALL CHARTER SCHOOL,CHANDLER,MARICOPA,85224.0,CHARTER,66,0.83
504,DOROTHY HALL ELEMENTARY,YUMA,YUMA,85365.0,PUBLIC,66,1.0
505,MARJORIE W ESTES ELEMENTARY SCHOOL,MARANA,PIMA,85658.0,PUBLIC,66,1.0
506,MOHAVE ACCELERATED ELEMENTARY SCHOOL,BULLHEAD CITY,MOHAVE,,CHARTER,66,0.91
507,MOYA ELEMENTARY,PHOENIX,MARICOPA,85009.0,PUBLIC,66,0.94
